Accession,Organism_Name,Species,Genotype,Isolate,Length,Nuc_Completeness,Geo_Location,Country,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
OQ427034,dengue virus type 4,Orthoflavivirus denguei,4,DEN-P-1313-1,10599,partial,Viet Nam: Nha Trang,Viet Nam,Homo sapiens,blood,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2018-12-18,2023-02-18,ssRNA(+)
OQ427035,dengue virus type 4,Orthoflavivirus denguei,4,DEN-P-1316-1,10599,partial,Viet Nam: Nha Trang,Viet Nam,Homo sapiens,blood,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2018-12-18,2023-02-18,ssRNA(+)
OQ427036,dengue virus type 4,Orthoflavivirus denguei,4,DEN-P-1335-1,10599,partial,Viet Nam: Nha Trang,Viet Nam,Homo sapiens,blood,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2018-12-20,2023-02-18,ssRNA(+)
OQ427037,dengue virus type 4,Orthoflavivirus denguei,4,DEN-P-1339-1,10599,partial,Viet Nam: Nha Trang,Viet Nam,Homo sapiens,blood,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2018-12-21,2023-02-18,ssRNA(+)
OQ427038,dengue virus type 4,Orthoflavivirus denguei,4,DEN-P-1343-1,10599,partial,Viet Nam: Nha Trang,Viet Nam,Homo sapiens,blood,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2018-12-21,2023-02-18,ssRNA(+)
OQ427039,dengue virus type 4,Orthoflavivirus denguei,4,DEN-P-1391-1,10599,partial,Viet Nam: Nha Trang,Viet Nam,Homo sapiens,blood,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2019-01-03,2023-02-18,ssRNA(+)
OQ427040,dengue virus type 4,Orthoflavivirus denguei,4,DEN-P-1397-1,10599,partial,Viet Nam: Nha Trang,Viet Nam,Homo sapiens,blood,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2019-01-04,2023-02-18,ssRNA(+)
OQ427041,dengue virus type 4,Orthoflavivirus denguei,4,DEN-P-1405-1,10599,partial,Viet Nam: Nha Trang,Viet Nam,Homo sapiens,blood,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2019-01-07,2023-02-18,ssRNA(+)
OQ427042,dengue virus type 4,Orthoflavivirus denguei,4,DEN-P-1419-1,10599,partial,Viet Nam: Nha Trang,Viet Nam,Homo sapiens,blood,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2019-01-08,2023-02-18,ssRNA(+)
OQ427043,dengue virus type 4,Orthoflavivirus denguei,4,DEN-P-1431-1,10599,partial,Viet Nam: Nha Trang,Viet Nam,Homo sapiens,blood,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2019-01-10,2023-02-18,ssRNA(+)
OQ427044,dengue virus type 4,Orthoflavivirus denguei,4,DEN-P-1449-1,10599,partial,Viet Nam: Nha Trang,Viet Nam,Homo sapiens,blood,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2019-01-11,2023-02-18,ssRNA(+)
OQ427045,dengue virus type 4,Orthoflavivirus denguei,4,DEN-P-1464-1,10599,partial,Viet Nam: Nha Trang,Viet Nam,Homo sapiens,blood,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2019-01-14,2023-02-18,ssRNA(+)
OQ427046,dengue virus type 4,Orthoflavivirus denguei,4,DEN-P-1471-1,10599,partial,Viet Nam: Nha Trang,Viet Nam,Homo sapiens,blood,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2019-01-15,2023-02-18,ssRNA(+)
OQ427047,dengue virus type 4,Orthoflavivirus denguei,4,DEN-P-1472-1,10599,partial,Viet Nam: Nha Trang,Viet Nam,Homo sapiens,blood,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2019-01-15,2023-02-18,ssRNA(+)
OQ427048,dengue virus type 4,Orthoflavivirus denguei,4,DEN-P-1481-1,10599,partial,Viet Nam: Nha Trang,Viet Nam,Homo sapiens,blood,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2019-01-15,2023-02-18,ssRNA(+)
OQ427049,dengue virus type 4,Orthoflavivirus denguei,4,DEN-P-1508-1,10599,partial,Viet Nam: Nha Trang,Viet Nam,Homo sapiens,blood,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2019-01-21,2023-02-18,ssRNA(+)
OQ427050,dengue virus type 4,Orthoflavivirus denguei,4,DEN-P-1512-1,10599,partial,Viet Nam: Nha Trang,Viet Nam,Homo sapiens,blood,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2019-01-21,2023-02-18,ssRNA(+)
OQ427051,dengue virus type 4,Orthoflavivirus denguei,4,DEN-P-1540-1,10599,partial,Viet Nam: Nha Trang,Viet Nam,Homo sapiens,blood,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2019-01-25,2023-02-18,ssRNA(+)
OQ427052,dengue virus type 4,Orthoflavivirus denguei,4,DEN-P-1545-1,10599,partial,Viet Nam: Nha Trang,Viet Nam,Homo sapiens,blood,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2019-02-12,2023-02-18,ssRNA(+)
OQ427053,dengue virus type 4,Orthoflavivirus denguei,4,DEN-P-1556-1,10599,partial,Viet Nam: Nha Trang,Viet Nam,Homo sapiens,blood,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2019-02-14,2023-02-18,ssRNA(+)
OQ427054,dengue virus type 4,Orthoflavivirus denguei,4,DET-P-0238-1,10599,partial,Viet Nam: Nha Trang,Viet Nam,Homo sapiens,blood,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2018-10-12,2023-02-18,ssRNA(+)
OQ427055,dengue virus type 4,Orthoflavivirus denguei,4,DET-P-0244-1,10599,partial,Viet Nam: Nha Trang,Viet Nam,Homo sapiens,blood,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2018-10-17,2023-02-18,ssRNA(+)
OQ427056,dengue virus type 4,Orthoflavivirus denguei,4,DET-P-0259-1,10500,partial,Viet Nam: Nha Trang,Viet Nam,Homo sapiens,blood,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2018-10-22,2023-02-18,ssRNA(+)
OQ427057,dengue virus type 4,Orthoflavivirus denguei,4,DET-P-0283-1,10599,partial,Viet Nam: Nha Trang,Viet Nam,Homo sapiens,blood,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2018-10-30,2023-02-18,ssRNA(+)
OQ427058,dengue virus type 4,Orthoflavivirus denguei,4,DET-P-0310-1,10593,partial,Viet Nam: Nha Trang,Viet Nam,Homo sapiens,blood,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2018-11-16,2023-02-18,ssRNA(+)
OQ427059,dengue virus type 4,Orthoflavivirus denguei,4,DET-P-0329-1,10500,partial,Viet Nam: Nha Trang,Viet Nam,Homo sapiens,blood,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2018-11-23,2023-02-18,ssRNA(+)
OQ427060,dengue virus type 4,Orthoflavivirus denguei,4,DET-P-0351-1,10599,partial,Viet Nam: Nha Trang,Viet Nam,Homo sapiens,blood,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2018-11-30,2023-02-18,ssRNA(+)
OQ427061,dengue virus type 4,Orthoflavivirus denguei,4,DET-P-0421-1,10599,partial,Viet Nam: Nha Trang,Viet Nam,Homo sapiens,blood,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2018-12-24,2023-02-18,ssRNA(+)
OQ427062,dengue virus type 4,Orthoflavivirus denguei,4,DET-P-0428-1,10593,partial,Viet Nam: Nha Trang,Viet Nam,Homo sapiens,blood,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2018-12-25,2023-02-18,ssRNA(+)
OP600478,dengue virus type 4,Orthoflavivirus denguei,4,DG442_20/IMR_MALAYSIA,10474,partial,Malaysia,Malaysia,Homo sapiens,blood,"Suppiah,J., Ramly,M.N., Robert,F.",2020-08,2022-12-31,ssRNA(+)
OP600495,dengue virus type 4,Orthoflavivirus denguei,4,DG518_20/IMR_MALAYSIA,10594,partial,Malaysia,Malaysia,Homo sapiens,blood,"Suppiah,J., Ramly,M.N., Robert,F.",2020-09,2022-12-31,ssRNA(+)
OP600496,dengue virus type 4,Orthoflavivirus denguei,4,DG229_21/IMR_MALAYSIA,10595,partial,Malaysia,Malaysia,Homo sapiens,blood,"Suppiah,J., Ramly,M.N., Robert,F.",2021-09,2022-12-31,ssRNA(+)
OP600497,dengue virus type 4,Orthoflavivirus denguei,4,DG226_20/MALAYSIA,10599,partial,Malaysia,Malaysia,Homo sapiens,blood,"Suppiah,J., Ramly,M.N., Robert,F.",2020-05,2022-12-31,ssRNA(+)
OP600498,dengue virus type 4,Orthoflavivirus denguei,4,DG275_21/IMR_MALAYSIA,10273,partial,Malaysia,Malaysia,Homo sapiens,blood,"Suppiah,J., Ramly,M.N., Robert,F.",2021-11,2022-12-31,ssRNA(+)
OP600499,dengue virus type 4,Orthoflavivirus denguei,4,DG154_22/IMR_Malaysia,10600,partial,Malaysia,Malaysia,Homo sapiens,blood,"Suppiah,J., Ramly,M.N., Robert,F.",2022-06,2022-12-31,ssRNA(+)
OP600506,dengue virus type 4,Orthoflavivirus denguei,4,DG378_20/IMR_MALAYSIA,10308,partial,Malaysia,Malaysia,Homo sapiens,blood,"Suppiah,J., Ramly,M.N., Robert,F.",2020-07,2022-12-31,ssRNA(+)
OP600507,dengue virus type 4,Orthoflavivirus denguei,4,DG564_20/IMR_MALAYSIA,10281,partial,Malaysia,Malaysia,Homo sapiens,blood,"Suppiah,J., Ramly,M.N., Robert,F.",2020-10,2022-12-31,ssRNA(+)
OP600508,dengue virus type 4,Orthoflavivirus denguei,4,DG273_21/IMR_MALAYSIA,10274,partial,Malaysia,Malaysia,Homo sapiens,blood,"Suppiah,J., Ramly,M.N., Robert,F.",2021-11,2022-12-31,ssRNA(+)
OP600509,dengue virus type 4,Orthoflavivirus denguei,4,DG168_22/IMR_MALAYSIA,10595,partial,Malaysia,Malaysia,Homo sapiens,blood,"Suppiah,J., Ramly,M.N., Robert,F.",2022-07,2022-12-31,ssRNA(+)
OP600510,dengue virus type 4,Orthoflavivirus denguei,4,DG176_22/IMR_MALAYSIA,10544,partial,Malaysia,Malaysia,Homo sapiens,blood,"Suppiah,J., Ramly,M.N., Robert,F.",2022-07,2022-12-31,ssRNA(+)
OP600511,dengue virus type 4,Orthoflavivirus denguei,4,DG177_22/IMR_MALAYSIA,10605,partial,Malaysia,Malaysia,Homo sapiens,blood,"Suppiah,J., Ramly,M.N., Robert,F.",2022-07,2022-12-31,ssRNA(+)
OP600512,dengue virus type 4,Orthoflavivirus denguei,4,DG223_22/IMR_MALAYSIA,10620,partial,Malaysia,Malaysia,Homo sapiens,blood,"Suppiah,J., Ramly,M.N., Robert,F.",2022-07,2022-12-31,ssRNA(+)
OP604360,dengue virus type 4,Orthoflavivirus denguei,4,DG305_22/IMR_MALAYSIA,10293,partial,Malaysia,Malaysia,Homo sapiens,blood,"Suppiah,J., Ramly,M.N., Robert,F.",2022-07,2022-12-31,ssRNA(+)
OP984198,dengue virus type 4,Orthoflavivirus denguei,I,THSTI-TRC-DENV4-06,10228,partial,India,India,Homo sapiens,blood,"Maurya,R., Agrawal,T., Saraswat,S., Ananthraj,A., Chandele,A., Kumar,S., Shashi,P., Singh,B., Lodha,R., Pandey,R., Medigeshi,G.R.",2018,2022-12-15,ssRNA(+)
OP895706,dengue virus type 4,Orthoflavivirus denguei,I,THSTI-TRC-DENV4-03,10625,partial,India,India,Homo sapiens,blood,"Agrawal,T., Saraswat,S., Shashi,P., Ananthraj,A., Kumar,S., Chandele,A., Lodha,R., Singh,B., Medigeshi,G.R.",2018,2022-12-01,ssRNA(+)
OP809584,dengue virus type 4,Orthoflavivirus denguei,I,THSTI-TRC-DENV4-09,10560,partial,India,India,Homo sapiens,blood,"Agrawal,T., Saraswat,S., Shashi,P., Ananthraj,A., Kumar,S., Chandele,A., Lodha,R., Singh,B., Medigeshi,G.R.",2021,2022-11-16,ssRNA(+)
OP809585,dengue virus type 4,Orthoflavivirus denguei,I,THSTI-TRC-DENV4-10,10557,partial,India,India,Homo sapiens,blood,"Agrawal,T., Saraswat,S., Shashi,P., Ananthraj,A., Kumar,S., Chandele,A., Lodha,R., Singh,B., Medigeshi,G.R.",2021,2022-11-16,ssRNA(+)
OP809586,dengue virus type 4,Orthoflavivirus denguei,I,THSTI-TRC-DENV4-11,10564,partial,India,India,Homo sapiens,blood,"Agrawal,T., Saraswat,S., Shashi,P., Ananthraj,A., Kumar,S., Chandele,A., Lodha,R., Singh,B., Medigeshi,G.R.",2021,2022-11-16,ssRNA(+)
OP809587,dengue virus type 4,Orthoflavivirus denguei,I,THSTI-TRC-DENV4-12,10569,partial,India,India,Homo sapiens,blood,"Agrawal,T., Saraswat,S., Shashi,P., Ananthraj,A., Kumar,S., Chandele,A., Lodha,R., Singh,B., Medigeshi,G.R.",2021,2022-11-16,ssRNA(+)
OP809588,dengue virus type 4,Orthoflavivirus denguei,I,THSTI-TRC-DENV4-13,10560,partial,India,India,Homo sapiens,blood,"Agrawal,T., Saraswat,S., Shashi,P., Ananthraj,A., Kumar,S., Chandele,A., Lodha,R., Singh,B., Medigeshi,G.R.",2021,2022-11-16,ssRNA(+)
OP809589,dengue virus type 4,Orthoflavivirus denguei,I,THSTI-TRC-DENV4-14,10559,partial,India,India,Homo sapiens,blood,"Agrawal,T., Saraswat,S., Shashi,P., Ananthraj,A., Kumar,S., Chandele,A., Lodha,R., Singh,B., Medigeshi,G.R.",2021,2022-11-16,ssRNA(+)
OP809590,dengue virus type 4,Orthoflavivirus denguei,I,THSTI-TRC-DENV4-15,10567,partial,India,India,Homo sapiens,blood,"Agrawal,T., Saraswat,S., Shashi,P., Ananthraj,A., Kumar,S., Chandele,A., Lodha,R., Singh,B., Medigeshi,G.R.",2021,2022-11-16,ssRNA(+)
OP809591,dengue virus type 4,Orthoflavivirus denguei,I,THSTI-TRC-DENV4-16,10557,partial,India,India,Homo sapiens,blood,"Agrawal,T., Saraswat,S., Shashi,P., Ananthraj,A., Kumar,S., Chandele,A., Lodha,R., Singh,B., Medigeshi,G.R.",2021,2022-11-16,ssRNA(+)
OP809592,dengue virus type 4,Orthoflavivirus denguei,I,THSTI-TRC-DENV4-17,10564,partial,India,India,Homo sapiens,blood,"Agrawal,T., Saraswat,S., Shashi,P., Ananthraj,A., Kumar,S., Chandele,A., Lodha,R., Singh,B., Medigeshi,G.R.",2021,2022-11-16,ssRNA(+)
MZ490534,dengue virus type 4,Orthoflavivirus denguei,4,GKP/DENV-4/1921105/19,514,partial,India,India,Homo sapiens,blood,"Deval,H., Behera,S.P., Bhardwaj,P., Srivastava,N., Srivastava,R.K., Kavathekar,A.",2019-11,2022-11-09,ssRNA(+)
MZ490535,dengue virus type 4,Orthoflavivirus denguei,4,GKP/DENV-4/1821086/18,507,partial,India,India,Homo sapiens,blood,"Deval,H., Behera,S.P., Bhardwaj,P., Srivastava,N., Srivastava,R.K., Kavathekar,A.",2018-10,2022-11-09,ssRNA(+)
MZ490536,dengue virus type 4,Orthoflavivirus denguei,4,GKP/DENV-4/1921011/19,516,partial,India,India,Homo sapiens,blood,"Deval,H., Behera,S.P., Bhardwaj,P., Srivastava,N., Srivastava,R.K., Kavathekar,A.",2019-11,2022-11-09,ssRNA(+)
MZ490537,dengue virus type 4,Orthoflavivirus denguei,4,GKP/DENV-4/1821089/18,424,partial,India,India,Homo sapiens,blood,"Deval,H., Behera,S.P., Bhardwaj,P., Srivastava,N., Srivastava,R.K., Kavathekar,A.",2018-10,2022-11-09,ssRNA(+)
MN628255,dengue virus type 4,Orthoflavivirus denguei,4,2016_3981,1486,partial,Laos,Laos,Homo sapiens,,"Baliere,C., Thiberge,J.-M., Vandenbogaert,M., Calvez,E., Somlor,S., Grandadam,M., Caro,V.",2016,2022-10-30,ssRNA(+)
MN628256,dengue virus type 4,Orthoflavivirus denguei,4,2016_3897,1485,partial,Laos,Laos,Homo sapiens,,"Baliere,C., Thiberge,J.-M., Vandenbogaert,M., Calvez,E., Somlor,S., Grandadam,M., Caro,V.",2016,2022-10-30,ssRNA(+)
MN628257,dengue virus type 4,Orthoflavivirus denguei,4,2015_3131,1485,partial,Laos,Laos,Homo sapiens,,"Baliere,C., Thiberge,J.-M., Vandenbogaert,M., Calvez,E., Somlor,S., Grandadam,M., Caro,V.",2015,2022-10-30,ssRNA(+)
MN628258,dengue virus type 4,Orthoflavivirus denguei,4,2013_2769,1485,partial,Laos,Laos,Homo sapiens,,"Baliere,C., Thiberge,J.-M., Vandenbogaert,M., Calvez,E., Somlor,S., Grandadam,M., Caro,V.",2013,2022-10-30,ssRNA(+)
OL314735,dengue virus type 4,Orthoflavivirus denguei,4,JBB-004,10653,complete,Indonesia,Indonesia,Homo sapiens,blood,"Wardhani,P., Yohan,B., Tanzilia,M., Sunari,E.P., Wrahatnala,B.J., Hakim,F.K.N., Rohman,A., Husada,D., Hayati,R.F., Santoso,M.S., Sievers,J.T.O., Aryati,A., Sasmono,R.T., Hakim,F.K., Sievers,J.T.",2019-05-21,2022-10-28,ssRNA(+)
OL314736,dengue virus type 4,Orthoflavivirus denguei,4,JBB-007,10653,complete,Indonesia,Indonesia,Homo sapiens,blood,"Wardhani,P., Yohan,B., Tanzilia,M., Sunari,E.P., Wrahatnala,B.J., Hakim,F.K.N., Rohman,A., Husada,D., Hayati,R.F., Santoso,M.S., Sievers,J.T.O., Aryati,A., Sasmono,R.T., Hakim,F.K., Sievers,J.T.",2019-05-21,2022-10-28,ssRNA(+)
OL314737,dengue virus type 4,Orthoflavivirus denguei,4,JBB-008,10653,complete,Indonesia,Indonesia,Homo sapiens,blood,"Wardhani,P., Yohan,B., Tanzilia,M., Sunari,E.P., Wrahatnala,B.J., Hakim,F.K.N., Rohman,A., Husada,D., Hayati,R.F., Santoso,M.S., Sievers,J.T.O., Aryati,A., Sasmono,R.T., Hakim,F.K., Sievers,J.T.",2019-05-23,2022-10-28,ssRNA(+)
OL314738,dengue virus type 4,Orthoflavivirus denguei,4,JBB-023,10653,complete,Indonesia,Indonesia,Homo sapiens,blood,"Wardhani,P., Yohan,B., Tanzilia,M., Sunari,E.P., Wrahatnala,B.J., Hakim,F.K.N., Rohman,A., Husada,D., Hayati,R.F., Santoso,M.S., Sievers,J.T.O., Aryati,A., Sasmono,R.T., Hakim,F.K., Sievers,J.T.",2019-05-26,2022-10-28,ssRNA(+)
