Accession,Organism_Name,Species,Genotype,Isolate,Length,Nuc_Completeness,Geo_Location,Country,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
MW945948,dengue virus type I,Orthoflavivirus denguei,1,02584/06,10179,partial,Thailand,Thailand,Homo sapiens,,"Katzelnick,L., Escoto,A., Huang,A., Garcia-Carreras,B., Chowdhury,N., Berry,I., Chavez,C., Rutvisuttinunt,W., Buchy,P., Duong,V., Dussart,P., Gromowski,G., Macareo,L., Smith,D., Jarman,R., Whitehead,S., Salje,H., Cummings,D., Lessler,J., Melendrez,M., Endy,T., Kalanarooj,S., A-Nuegoonpipat,A., Chanama,S., Sangkijporn,S., Klungthong,C., Thaisomboonsuk,B., Nisalak,A., Gibbons,R., Iamsirithaworn,S., Yoon,I.-K., Sangarsang,A.",2006,2021-04-23,ssRNA(+)
MK789301,dengue virus type I,Orthoflavivirus denguei,I,NU17189,494,partial,India,India,Homo sapiens,,"Rai,P., Akshatha,K., Shetty,S., Ramakrishna,M.S., Deekshit,V.K., Kumar,K.B., Karunasagar,I.",2017-07-21,2019-05-25,ssRNA(+)
KC182086,dengue virus type I,Orthoflavivirus denguei,1,SV224_Laos_2009,1723,partial,Laos: Salavan,Laos,Homo sapiens,,"Dubot-Peres,A., Vongphrachanh,P., Denny,J., Phetsouvanh,R., Linthavong,S., Sengkeopraseuth,B., Khasing,A., Xaythideth,V., Moore,C.E., Vongsouvath,M., Castonguay-Vanier,J., Sibounheuang,B., Taojaikong,T., Chanthongthip,A., de Lamballerie,X., Newton,P.N.",2009-05-06,2013-08-26,ssRNA(+)
OR167281,dengue virus type 1,Orthoflavivirus denguei,1,DENV-1/Brazil/MS-LACENGO-500744478/2023,10059,partial,Brazil: Mato Grosso do Sul,Brazil,Homo sapiens,blood,"Mendonca,A.F., Andrade,C.F., Sobreiro,M.B., Almeida,R.M., Silva,V.L., Pereira,L.A.",2023,2023-06-27,ssRNA(+)
KM216676,Dengue virus 1,Orthoflavivirus denguei,I,D1/031/2010,1463,partial,,,Homo sapiens,,"Ernst,T., McCarthy,S., Chidlow,G., Luang-Suarkia,D., Holmes,E.C., Smith,D.W., Imrie,A., Smith,D.",2010-09-06,2015-03-25,ssRNA(+)
M32917,dengue virus type I,Orthoflavivirus denguei,,,240,partial,,,,,"Rico-Hesse,R.",,1993-08-02,ssRNA(+)
MH036382,dengue virus type I,Orthoflavivirus denguei,,SMD-073,1485,partial,Indonesia,Indonesia,,blood,"Sasmono,R.T., Kalalo,L., Trismiarsih,S., Denis,D., Haryanto,S., Yohan,B., Hayati,R.",2016,2020-04-10,ssRNA(+)
PP893058,dengue virus type 1,Orthoflavivirus denguei,1,DENV_NS1_NIV214,747,partial,Pakistan,Pakistan,Homo sapiens,blood,"Tariq,F., Irfan,M., Farooq,S., Iqbal,H., Khan,I.A., Choudhary,M.I.",2022-09-29,2024-06-15,ssRNA(+)
MH428149,Dengue virus 1,Orthoflavivirus denguei,III,SG(EHI)D1/27716Y14,1485,partial,Singapore,Singapore,Homo sapiens,,"Liang,S., Hapuarachchi,H.C., Rajarethinam,J., Koo,C., Tang,C.S., Chong,C.S., Ng,L.C., Yap,G.",2014-06,2018-08-17,ssRNA(+)
MN921343,dengue virus type I,Orthoflavivirus denguei,1,19XN22118*,1619,partial,China,China,Homo sapiens,,"Su,W., Jiang,L., Cao,Y.",2019-09-03,2020-01-15,ssRNA(+)
OM920264,dengue virus type 1,Orthoflavivirus denguei,1,D1/TAN/260/DAR/2019,1485,partial,Tanzania,Tanzania,Homo sapiens,blood,"Kelly,M.E., Msafiri,F., Affara,M., Gehre,F., Moremi,N., Mghamba,J., Misinzo,G., Gatei,W., Whistler,T., Joachim,A., Lema,N., Santiago,G.A.",2019-08-06,2023-04-19,ssRNA(+)
PP269676,dengue virus type 1,Orthoflavivirus denguei,1,DENV1/Viet_Nam/2012-10-17/Yale-DN01915,10607,partial,Viet Nam,Viet Nam,Homo sapiens,blood,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.",2012-10-17,2024-02-10,ssRNA(+)
JN029811,dengue virus type I,Orthoflavivirus denguei,,D10030-DG,1485,partial,China,China,Homo sapiens,blood,"Jiang,S., Ke,C.W., Akihiko,M., Zhou,H.Q., Zheng,K., Wu,D., Zhang,H., Di,B., Zhang,R.L.",2010,2011-07-13,ssRNA(+)
MG560210,dengue virus type I,Orthoflavivirus denguei,,P1005/China/GD/GZ/2014,1485,partial,"China: Guangzhou, Guangdong Province",China,Homo sapiens,blood,"Zhao,W., Yu,J., Hui,H., He,X., Zhong,Z., Liu,X., Mao,Y., Jia,F., Deng,J., Xu,S., Hui,Y.",2014-10-03,2018-08-07,ssRNA(+)
MN886887,dengue virus type I,Orthoflavivirus denguei,1,GZ8H/2019034/2014/I,10710,partial,China,China,Homo sapiens,blood,"Zhao,L., Hong,W., Qiu,S., Yang,H., Wang,J., Hu,F., Zhang,F.",2014-11-30,2020-10-29,ssRNA(+)
PP892958,dengue virus type 1,Orthoflavivirus denguei,1,DENV_NS1_NIV167,747,partial,Pakistan,Pakistan,Homo sapiens,blood,"Tariq,F., Irfan,M., Farooq,S., Iqbal,H., Khan,I.A., Choudhary,M.I.",2022-08-29,2024-06-15,ssRNA(+)
JX298574,dengue virus type I,Orthoflavivirus denguei,IV,Kiribati 2012a,1485,partial,Kiribati,Kiribati,Homo sapiens,,"Northill,J.A., Pyke,A.T.",2012,2012-09-24,ssRNA(+)
FJ410183,dengue virus type I,Orthoflavivirus denguei,,DENV-1/US/BID-V2132/1993,10690,complete,USA: Puerto Rico,USA,Homo sapiens,,"Henn,M.R., McElroy,K.L., Santiago,G., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Verduin,M., Munoz-Jordan,J., Lander,E., Galagan,J., Nusbaum,C., Birren,B.",1993,2008-11-01,ssRNA(+)
PQ249139,dengue virus type 1,Orthoflavivirus denguei,1,INMI-A6/DENV1/2023,1445,partial,Italy,Italy,Homo sapiens,blood,"Carletti,F., Carli,G., Spezia,P.G., Gruber,C.E.M., Prandi,I.G., Rueca,M., Agresta,A., Specchiarello,E., Fabeni,L., Giovanni,E.S., Arcuri,C., Spaziante,M., Focosi,D., Scognamiglio,P., Barca,A., Nicastri,E., Girardi,E., Chillemi,G., Vairo,F., Maggi,F.",2023-10,2024-11-25,ssRNA(+)
PX927715,dengue virus type 1,Orthoflavivirus denguei,1,DENV1_P86_Egene,1485,partial,Myanmar: Mandalay City,Myanmar,Homo sapiens,,"Ngwe Tun,M.M., Naderi,M., Kyaw Kyaw,A., Nwe,K.M., Kapandji,M., Tanaka,Y., Thant,K.Z., Takamatsu,Y., Urano,T., Myat Thu,H., Morita,K.",2020-01-01,2026-02-01,ssRNA(+)
MH679950,Dengue virus 1,Orthoflavivirus denguei,I,SG(EHI)D1/44029Y15,1485,partial,Singapore,Singapore,Homo sapiens,,"Koo,C., Tien,W.P., Xu,H., Ong,J., Rajarethinam,J., Lai,Y.L., Ng,L.-C., Hapuarachchi,H.C.",2013-02,2018-08-17,ssRNA(+)
MW793695,dengue virus type I,Orthoflavivirus denguei,1,YGH_D1_20_18consensus,10543,partial,Myanmar: Yangon,Myanmar,Homo sapiens,blood,"Soe,A.M., Ngwe Tun,M.M., Nabeshima,T., Myat,T.W., Htun,M.M., Lin,H., Hom,N.S., Inoue,S., Nwe,K.M., Aye,L.P.P., Fukuta,M., Thant,K.Z., Hasebe,F., Morita,K., Shresta,S., Thu,H.M., Moi,M.L.",2018-08,2021-12-17,ssRNA(+)
MG894823,Dengue virus 1,Orthoflavivirus denguei,,D1/China/1410eTw,1485,partial,Taiwan,Taiwan,Homo sapiens,blood,"Yang,C.-F., Chang,S.-F., Hsu,T.-C., Su,C.-L., Wang,T.-C., Lin,S.-H., Lin,C.-C., Shu,P.-Y.",2014-10-15,2018-08-17,ssRNA(+)
OQ131184,dengue virus type 1,Orthoflavivirus denguei,1,PoHuFv/261412/DENV1/2013,437,partial,"Portugal: imported, unknown origin",Portugal,Homo sapiens,blood,"Ze-Ze,L., Alves,M.J.",2013-05,2024-01-08,ssRNA(+)
MH611570,dengue virus type I,Orthoflavivirus denguei,III,SG(EHI)D1/06944Y13,1485,partial,Singapore,Singapore,Homo sapiens,,"Hapuarachchi,H.C., Koo,C., Kek,R., Xu,H., Lai,Y.L., Liu,L., Kok,S.Y., Shi,Y., Chuen,R.L., Lee,K.S., Maurer-Stroh,S., Ng,L.C., Chuen,R.L.T.",2013-02,2018-09-25,ssRNA(+)
MN933656,dengue virus type I,Orthoflavivirus denguei,1,2014XN33462,10701,partial,China,China,Homo sapiens,,"Su,W., Jiang,L., Cao,Y.",2014-09-23,2020-01-19,ssRNA(+)
OR389274,dengue virus type 1,Orthoflavivirus denguei,1,DENV1/Brazil/1986/Yale-DH009,10600,partial,Brazil,Brazil,Homo sapiens,,"Vogels,C.B.F., Breban,M.I., Hill,V., Chaguza,C., Ott,I.M., Petrone,M.E., Brackney,D.E., Branfield,A.B., Armstrong,P.M., Grubaugh,N.D.",1986,2023-08-08,ssRNA(+)
JQ034606,dengue virus type I,Orthoflavivirus denguei,AMAF,CZ_ZUO_13,306,partial,India,India,Homo sapiens,,"Kurolt,I.C., Zelena,H., Franco,L., Tenorio,A.",2010,2012-12-01,ssRNA(+)
PV205240,dengue virus type 1,Orthoflavivirus denguei,1,UWARN_MTNB20_20200429_D1V,10233,partial,"Brazil: Sorriso, MT",Brazil,Homo sapiens,blood,"Fonseca,V., Giovanetti,M., Guimaraes,N., Moreno,K., Tome,M., LACENs,M., Climade,c., Alcantara,L.",2020-04-29,2026-03-30,ssRNA(+)
DQ265038,dengue virus type I,Orthoflavivirus denguei,,D1.Myanmar.47662.02/02,1485,partial,,,,,"Aaskov,J., Buzacott,K., Thu,H.M., Lowry,K., Holmes,E.C., Aaskov,J.G.",,2005-11-15,ssRNA(+)
HM450088,dengue virus type I,Orthoflavivirus denguei,1,BeH648234,2326,partial,Brazil: Amapa,Brazil,Homo sapiens,,"Carneiro,A.R., Cruz,A.C.R., Nunes,M.R.T., Vallinoto,M., Ramos,R.T.J., Medeiros,D.B.A., Silva,E.V.P., Vasconcelos,P.F.C.",2001,2011-06-30,ssRNA(+)
PX460270,dengue virus type 1,Orthoflavivirus denguei,1,66186-1-0,9245,partial,Cote d'Ivoire,Cote d'Ivoire,Homo sapiens,,"Doumbia,L., Thirion,L., Dubot-Peres,A., de Lamballerie,X., Piorkowski,G., Klitting,R., Amaral,R., Pezzi,L., Ayhan,N., Marquine,S., Canivez,T., Geulen,M., Bosio,L., Peden,M., Durand,G., Grard,G.",2023-05-11,2025-10-20,ssRNA(+)
DQ264972,dengue virus type I,Orthoflavivirus denguei,,D1.Myanmar.50457.24/02,1485,partial,,,,,"Aaskov,J., Buzacott,K., Thu,H.M., Lowry,K., Holmes,E.C., Aaskov,J.G.",,2005-11-15,ssRNA(+)
JQ425062,dengue virus type I,Orthoflavivirus denguei,,US/DB073/2009,1485,partial,USA,USA,Homo sapiens,blood,"Jordan,J.L., Santiago,G.A., Margolis,H., Stark,L., Medina,J.F., Colon,C., Munoz-Jordan,J.L.",2009,2012-05-02,ssRNA(+)
OR235515,dengue virus type 1,Orthoflavivirus denguei,1,DENV1_RUN_S17b44_2022,10569,partial,Reunion,Reunion,Homo sapiens,blood,"Frumence,E., Traversier,N., Jaffar Bandjee,M.-C.",2022-05,2024-03-21,ssRNA(+)
PV205429,dengue virus type 1,Orthoflavivirus denguei,1,UWARN_BANB69_20220325_D1V,10280,partial,"Brazil: Lapao, BA",Brazil,Homo sapiens,blood,"Fonseca,V., Giovanetti,M., Guimaraes,N., Moreno,K., Tome,M., LACENs,M., Climade,c., Alcantara,L.",2022-03-25,2026-03-30,ssRNA(+)
MN933761,dengue virus type I,Orthoflavivirus denguei,1,2018XN60897,1552,partial,China,China,Homo sapiens,blood,"Su,W., Jiang,L., Cao,Y.",2018-08-20,2020-01-19,ssRNA(+)
PX480272,dengue virus type 1,Orthoflavivirus denguei,1,D19-1191,10735,complete,Philippines,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2019-08-02,2025-12-31,ssRNA(+)
OQ567818,dengue virus type 1,Orthoflavivirus denguei,1,DENV-1|PY|NB20|2022-06-02,10153,partial,Paraguay: Salto del Guaira,Paraguay,Homo sapiens,blood,"Vazquez,C., Alcantara,L.C.J., Fonseca,V., Lima,M., Xavier,J., Adelino,T., Fritsch,H., Castro,E., de Oliveira,C., Schuab,G., Lima,A.R.J., Villalba,S., Gomez de la Fuente,A., Rojas,A., Cantero,C., Fleitas,F., Aquino,C., Ojeda,A., Sequera,G., Torales,J., Barrios,J., Elias,M.C., Iani,F.C.M., Ortega,M.J., Gamarra,M.L., Montoya,R., Rodrigues,E.S., Kashima,S., Sampaio,S.C., Coluchi,N., Leite,J., Gresh,L., Franco,L., Lourenco,J., Rico,J.M., Bispo de Filippis,A.M., Giovanetti,M., Filippis,A.M.B.",2022-06-02,2023-08-14,ssRNA(+)
PV205994,dengue virus type 1,Orthoflavivirus denguei,1,UWARN_MT2002_20240325_D1V,10413,partial,"Brazil: Paranaita, MT",Brazil,Homo sapiens,blood,"Fonseca,V., Giovanetti,M., Guimaraes,N., Moreno,K., Tome,M., LACENs,M., Climade,c., Alcantara,L.",2024-03-25,2026-03-30,ssRNA(+)
OR500980,dengue virus type 1,Orthoflavivirus denguei,1,DENV-1-853.22_RED,980,partial,Brazil: MinasGerais,Brazil,Homo sapiens,blood,"Xavier,J., Lima,M., de Castro,E., Fonseca,V., Giovanetti,M., Alcantara,L.",2022-03-17,2024-09-02,ssRNA(+)
MN921639,dengue virus type I,Orthoflavivirus denguei,1,19XN51180,1625,partial,China,China,Homo sapiens,,"Su,W., Jiang,L., Cao,Y.",2019-11-01,2020-01-15,ssRNA(+)
PV717361,dengue virus type 1,Orthoflavivirus denguei,1,RR175004,10667,partial,Kenya: Kwale,Kenya,Homo sapiens,blood,"Langat,S.K., Kageha,S., Jeza,V., Pilarowski,G., Nyunja,A., Ofula,V., Oluniyi,P.E., Gil,J., Ogada,N., Gande,L., Thiiru,J., Okeyo,S., Bulia,P., Amugongo,J., Tato,C.M., Mutuku,F., Khamadi,S., Lutomiah,J., Limbaso,S.",2020-01,2025-06-07,ssRNA(+)
MH611743,dengue virus type I,Orthoflavivirus denguei,III,SG(EHI)D1/03296Y14,1485,partial,Singapore,Singapore,Homo sapiens,,"Hapuarachchi,H.C., Koo,C., Kek,R., Xu,H., Lai,Y.L., Liu,L., Kok,S.Y., Shi,Y., Chuen,R.L., Lee,K.S., Maurer-Stroh,S., Ng,L.C., Chuen,R.L.T.",2014-01,2018-09-25,ssRNA(+)
PZ666251,dengue virus type 1,Orthoflavivirus denguei,1,82196-3-0,10443,partial,French Polynesia,French Polynesia,Homo sapiens,blood,"Klitting,R., Pezzi,L., Ayhan,N., Piorkowski,G., Amaral,R., Grard,G., Durand,G., de Lamballerie,X., Peden,M., Canivez,T., Bosio,L., Geulen,M.",2025-06-16,2026-07-14,ssRNA(+)
EU482495,dengue virus type I,Orthoflavivirus denguei,,DENV-1/VN/BID-V950/2007,10690,complete,Viet Nam: south,Viet Nam,Homo sapiens,blood,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Crawford,M., Engels,R., Freedman,E., Howarth,C., Jen,D., Larson,L., Ledlie,T., Lewis,B., Montgomery,P., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2007,2008-03-04,ssRNA(+)
MF094222,dengue virus type 1,Orthoflavivirus denguei,,03Sa-003,1581,partial,Philippines,Philippines,Homo sapiens,,"Buerano,C.C., Nabeshima,T., Alonzo-Dimamay,M.T.G., Suarez-Pangilinan,L.-A.C., Ngwe Tun,M.M., Inoue,S., Matias,R.R., Natividad,F.F., Morita,K.",2003,2023-12-31,ssRNA(+)
MG894788,Dengue virus 1,Orthoflavivirus denguei,,D1/Malaysia/1311bTw,1485,partial,Taiwan,Taiwan,Homo sapiens,blood,"Yang,C.-F., Chang,S.-F., Hsu,T.-C., Su,C.-L., Wang,T.-C., Lin,S.-H., Lin,C.-C., Shu,P.-Y.",2013-11-20,2018-08-17,ssRNA(+)
MN933684,dengue virus type I,Orthoflavivirus denguei,1,2017XN22959,1240,partial,China,China,Homo sapiens,blood,"Su,W., Jiang,L., Cao,Y.",2017-08-11,2020-01-19,ssRNA(+)
OQ821333,dengue virus type 1,Orthoflavivirus denguei,1,DENV1/Cuba/2019-07-26/Yale-DN00565,10575,partial,Cuba,Cuba,Homo sapiens,blood,"Vogels,C.B.F., Breban,M.I., Chaguza,C., Hill,V., Paul,L., Michael,S., Bunch,S., Cano,N., Jaber,R., Morrison,A., Panzera,C., Stryker,I., Vergara,J., Zimler,R., Kopp,E., Herberlein,L., Grubaugh,N.D.",2019-07-26,2023-04-19,ssRNA(+)
PQ467842,dengue virus type 1,Orthoflavivirus denguei,1,DenV1/Peru/INS-0231/2024,10227,partial,Peru: Ica,Peru,Homo sapiens,blood,"Medrano,P.A., Izarra,K.V., Vasquez,K.V., Hutado,C.V., Jimenez,V.A., Nunez,A.E., Dominguez,V., Huaman,E.A., Acedo,S., Lizarraga,W.C., Barcena,L.F., Fajardo,A., Silva,J.I., de Lucio,L.G., Caico,J., Figueroa,D., Marcelo,A., Merino,S., Garcia,M.P., Padilla,C.P.",2024-04-13,2024-10-21,ssRNA(+)
M32952,dengue virus type I,Orthoflavivirus denguei,,,240,partial,,,,,"Rico-Hesse,R.",,1993-08-02,ssRNA(+)
DQ264878,dengue virus type I,Orthoflavivirus denguei,,D1.Myanmar.38518.42/01,1485,partial,,,,,"Aaskov,J., Buzacott,K., Thu,H.M., Lowry,K., Holmes,E.C., Aaskov,J.G.",,2005-11-15,ssRNA(+)
ON911783,dengue virus type 1,Orthoflavivirus denguei,1,SCD19249/Cambodia/2019,1485,partial,China,China,Homo sapiens,blood,"Li,W., Jiang,M.F., Zhong,H.R., Cao,Y.O., Feng,Y.L.",2019-12,2022-07-11,ssRNA(+)
MH679963,Dengue virus 1,Orthoflavivirus denguei,I,SG(EHI)D1/26830Y15,1485,partial,Singapore,Singapore,Homo sapiens,,"Koo,C., Tien,W.P., Xu,H., Ong,J., Rajarethinam,J., Lai,Y.L., Ng,L.-C., Hapuarachchi,H.C.",2013-04,2018-08-17,ssRNA(+)
KT175109,dengue virus type I,Orthoflavivirus denguei,,D1/Singapore/1408aTw,1485,partial,Singapore,Singapore,Homo sapiens,blood,"Chang,S.F., Yang,C.F., Hsu,T.C., Su,C.L., Lin,C.C., Shu,P.Y., Shu,P.-Y., Chang,S.-F., Hsu,T.-C., Su,C.-L., Lin,C.-C.",2014,2016-03-24,ssRNA(+)
OR235480,dengue virus type 1,Orthoflavivirus denguei,1,DENV1_RUN_S17b82_2022,9542,partial,Reunion,Reunion,Homo sapiens,blood,"Frumence,E., Traversier,N., Jaffar Bandjee,M.-C.",2022-03,2024-03-21,ssRNA(+)
MK629462,dengue virus type I,Orthoflavivirus denguei,1,B101510211612,1485,partial,Indonesia,Indonesia,Homo sapiens,,"Utama,I.M.S., Nurhayati,N., Sukmawati,D.D., Alisjahbana,B., Alam,A., Murniati,D., Utama,I.M.G.D.L., Puspitasari,D., Kosasih,H., Laksono,I., Karyana,M., Karyanti,M., Hapsari,M., Meutia,N., Liang,C.J., Wulan,W.N., Lau,C.-Y., Parwati,K.T.M., Jaya,U.A., Lokida,D.",2015-07-28,2019-04-28,ssRNA(+)
KJ806939,dengue virus type I,Orthoflavivirus denguei,1,SG(EHI)D1/01053Y13,10735,partial,Singapore,Singapore,Homo sapiens,,"Ng,L.C., Chem,Y.K., Koo,C., Mudin,R.N., Amin,F.M., Lee,K.S., Kheong,C.C., Mohd Amin,F., Chong,C.K.",2013,2015-04-20,ssRNA(+)
KU509259,dengue virus type I,Orthoflavivirus denguei,1,DENV1-2878,10580,complete,Thailand,Thailand,Homo sapiens,blood,"Shihada,S., Emmerich,P., Thome-Bolduan,C., Jansen,S., Gunther,S., Frank,C., Schmidt-Chanasit,J., Cadar,D.",2008,2017-01-25,ssRNA(+)
MH680184,Dengue virus 1,Orthoflavivirus denguei,I,SG(EHI)D1/06940Y14,1485,partial,Singapore,Singapore,Homo sapiens,,"Koo,C., Tien,W.P., Xu,H., Ong,J., Rajarethinam,J., Lai,Y.L., Ng,L.-C., Hapuarachchi,H.C.",2013-11,2018-08-17,ssRNA(+)
MG894949,Dengue virus 1,Orthoflavivirus denguei,,D1/Vietnam/1609aTw,1485,partial,Taiwan,Taiwan,Homo sapiens,blood,"Yang,C.-F., Chang,S.-F., Hsu,T.-C., Su,C.-L., Wang,T.-C., Lin,S.-H., Lin,C.-C., Shu,P.-Y.",2016-09-21,2018-08-17,ssRNA(+)
KX768360,Dengue virus 1,Orthoflavivirus denguei,V,HNRG105835,1485,partial,Argentina,Argentina,Homo sapiens,,"Tittarelli,E., Lusso,S.B., Goya,S., Rojo,G.L., Natale,M.I., Viegas,M., Mistchenko,A.S., Valinotto,L.E.",2016-02-25,2017-08-31,ssRNA(+)
JF269174,dengue virus type I,Orthoflavivirus denguei,,LA-HT-6708/06,1491,partial,Viet Nam,Viet Nam,Homo sapiens,,"Vu,L.D., Vu,T.T.N., Nguyen,T.C.D., Huynh,P.T., Cao,M.T., Huynh,T.K.L., Vu,T.Q.H.",2006-11-20,2011-09-17,ssRNA(+)
MH611626,dengue virus type I,Orthoflavivirus denguei,III,SG(EHI)D1/19197Y13,1485,partial,Singapore,Singapore,Homo sapiens,,"Hapuarachchi,H.C., Koo,C., Kek,R., Xu,H., Lai,Y.L., Liu,L., Kok,S.Y., Shi,Y., Chuen,R.L., Lee,K.S., Maurer-Stroh,S., Ng,L.C., Chuen,R.L.T.",2013-05,2018-09-25,ssRNA(+)
MH680366,Dengue virus 1,Orthoflavivirus denguei,I,SG(EHI)D1/28063Y13,1485,partial,Singapore,Singapore,Homo sapiens,,"Koo,C., Tien,W.P., Xu,H., Ong,J., Rajarethinam,J., Lai,Y.L., Ng,L.-C., Hapuarachchi,H.C.",2014-07,2018-08-17,ssRNA(+)
MN955645,dengue virus type I,Orthoflavivirus denguei,1,Th18-063DV1,1485,partial,Thailand,Thailand,Homo sapiens,blood,"Uttayamakul,S.",2018-06,2020-07-15,ssRNA(+)
MN933654,dengue virus type I,Orthoflavivirus denguei,1,2014XN26282,10701,partial,China,China,Homo sapiens,,"Su,W., Jiang,L., Cao,Y.",2014-07-24,2020-01-19,ssRNA(+)
MW332465,dengue virus type I,Orthoflavivirus denguei,1,RL24,1485,partial,China,China,Homo sapiens,blood,"Guo,Xf.",2016-08,2021-01-12,ssRNA(+)
MK651218,dengue virus type I,Orthoflavivirus denguei,1,2016-231-D1,1485,partial,Bhutan: Phuntsholing,Bhutan,Homo sapiens,blood,"Zangmo,S., Darnal,J.B., Tsheten,T., Thapa,B., Rodpradit,P., Chinnawirotpisan,P., Manasatienkij,W., Macareo,L.R., Fernandez,S., Wangchuk,S., Klungthong,C.",2016-08-25,2020-03-31,ssRNA(+)
OL411499,dengue virus type I,Orthoflavivirus denguei,1,100-0610_2019-07-01,10680,partial,Cambodia,Cambodia,Homo sapiens,blood,"Lay,S., Manning,J.E., Bohl,J.A., Chea,S., Brooks,C., Ahyong,V.",2019-07,2021-11-13,ssRNA(+)
KC172831,dengue virus type I,Orthoflavivirus denguei,1,LNT613_Laos_2008,9823,partial,Laos: Luang Namtha,Laos,Homo sapiens,,"Dubot-Peres,A., Vongphrachanh,P., Denny,J., Phetsouvanh,R., Linthavong,S., Sengkeopraseuth,B., Khasing,A., Xaythideth,V., Moore,C.E., Vongsouvath,M., Castonguay-Vanier,J., Sibounheuang,B., Taojaikong,T., Chanthongthip,A., de Lamballerie,X., Newton,P.N.",2008-10-10,2013-08-26,ssRNA(+)
MW946152,dengue virus type I,Orthoflavivirus denguei,1,01651/05,10179,partial,Thailand,Thailand,Homo sapiens,,"Katzelnick,L., Escoto,A., Huang,A., Garcia-Carreras,B., Chowdhury,N., Berry,I., Chavez,C., Rutvisuttinunt,W., Buchy,P., Duong,V., Dussart,P., Gromowski,G., Macareo,L., Smith,D., Jarman,R., Whitehead,S., Salje,H., Cummings,D., Lessler,J., Melendrez,M., Endy,T., Kalanarooj,S., A-Nuegoonpipat,A., Chanama,S., Sangkijporn,S., Klungthong,C., Thaisomboonsuk,B., Nisalak,A., Gibbons,R., Iamsirithaworn,S., Yoon,I.-K., Sangarsang,A.",2005,2021-04-23,ssRNA(+)
GU131774,dengue virus type I,Orthoflavivirus denguei,,DENV-1/VN/BID-V4010/2008,10468,complete,Viet Nam: South,Viet Nam,Homo sapiens,blood,"Henn,M.R., Young,S., Koehrsen,M., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Simmons,C.P., Wills,B., Nguyen,M.D., Tran,V.N., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Nusbaum,C., Birren,B.",2008,2009-11-11,ssRNA(+)
JQ277845,dengue virus type I,Orthoflavivirus denguei,1,GZ554/CHN/2004,1479,partial,China,China,Homo sapiens,blood,"Jiang,L., Wu,X., Wu,Y.",2004,2012-12-31,ssRNA(+)
MW332461,dengue virus type I,Orthoflavivirus denguei,1,RL8,1485,partial,Myanmar,Myanmar,Homo sapiens,blood,"Guo,Xf.",2015-06,2021-01-12,ssRNA(+)
OR167172,dengue virus type 1,Orthoflavivirus denguei,1,DENV-1/Brazil/MS-LACENGO-500734733/2023,9608,partial,Brazil: Mato Grosso do Sul,Brazil,Homo sapiens,blood,"Mendonca,A.F., Andrade,C.F., Sobreiro,M.B., Almeida,R.M., Silva,V.L., Pereira,L.A.",2023-03-21,2023-06-27,ssRNA(+)
